"Year","aou","speciestotal","routeID"
2006,4860,3,84014059
2007,4860,10,84014059
2008,4860,6,84014059
2009,4860,10,84014059
2010,4860,6,84014059
2011,4860,4,84014059
2012,4860,6,84014059
2013,4860,6,84014059
2014,4860,8,84014059
2015,4860,8,84014059
2016,4860,15,84014059
1975,4860,4,84014060
1978,4860,4,84014060
1979,4860,8,84014060
1980,4860,4,84014060
1981,4860,13,84014060
1982,4860,1,84014060
1983,4860,16,84014060
1984,4860,23,84014060
1985,4860,21,84014060
1992,4860,44,84014060
1993,4860,40,84014060
1994,4860,37,84014060
1995,4860,31,84014060
2012,4860,13,84014060
1988,4860,8,84014062
1989,4860,3,84014062
1994,4860,1,84014062
1995,4860,3,84014062
1996,4860,4,84014062
1997,4860,4,84014062
1998,4860,3,84014062
1999,4860,4,84014062
2000,4860,9,84014062
2001,4860,7,84014062
2002,4860,3,84014062
2003,4860,6,84014062
2004,4860,2,84014062
2005,4860,2,84014062
2006,4860,13,84014062
2007,4860,13,84014062
2008,4860,6,84014062
2009,4860,5,84014062
2010,4860,3,84014062
1977,4860,11,84014063
1995,4860,11,84014063
1997,4860,25,84014063
1979,4860,2,84014064
1980,4860,5,84014064
1981,4860,2,84014064
1982,4860,29,84014064
1983,4860,38,84014064
1984,4860,9,84014064
1985,4860,6,84014064
1986,4860,4,84014064
1987,4860,17,84014064
1988,4860,8,84014064
1989,4860,5,84014064
1990,4860,8,84014064
1991,4860,5,84014064
1992,4860,6,84014064
1993,4860,5,84014064
1994,4860,3,84014064
1995,4860,3,84014064
1996,4860,2,84014064
1997,4860,7,84014064
1998,4860,4,84014064
2010,4860,3,84014064
2011,4860,5,84014064
2013,4860,1,84014064
2014,4860,3,84014064
2015,4860,5,84014064
1970,4860,1,84014066
1977,4860,2,84014066
1978,4860,3,84014066
1980,4860,2,84014066
1981,4860,1,84014066
1983,4860,4,84014066
1986,4860,4,84014066
1989,4860,3,84014067
1991,4860,5,84014067
1993,4860,5,84014067
1994,4860,1,84014067
1995,4860,5,84014067
1988,4860,5,84014068
1989,4860,2,84014068
1992,4860,6,84014068
1993,4860,4,84014068
1994,4860,3,84014068
1995,4860,1,84014068
1996,4860,3,84014068
2000,4860,2,84014069
2005,4860,2,84014069
2007,4860,2,84014069
2008,4860,1,84014069
2009,4860,1,84014069
2010,4860,11,84014069
2011,4860,5,84014069
2012,4860,1,84014069
2013,4860,4,84014069
2014,4860,2,84014069
2015,4860,4,84014069
2016,4860,3,84014069
1973,4860,3,84014070
1975,4860,2,84014070
1977,4860,8,84014070
1986,4860,3,84014070
1987,4860,48,84014070
1988,4860,9,84014070
2000,4860,16,84014070
2013,4860,9,84014070
1970,4860,4,84014071
1970,7410,3,84014071
1971,4860,10,84014071
1971,7410,3,84014071
1972,4860,1,84014071
1972,7410,1,84014071
1973,4860,1,84014071
1973,7410,1,84014071
1974,4860,2,84014071
1974,7410,1,84014071
1975,7410,20,84014071
1976,4860,4,84014071
1976,7410,81,84014071
1978,4860,7,84014071
1978,7410,42,84014071
1979,4860,9,84014071
1979,7410,72,84014071
1980,4860,6,84014071
1980,7410,75,84014071
1981,4860,2,84014071
1981,7410,50,84014071
1986,4860,11,84014071
1986,7410,61,84014071
1987,4860,3,84014071
1987,7410,50,84014071
1988,4860,8,84014071
1988,7410,54,84014071
1989,4860,3,84014071
1989,7410,40,84014071
1990,4860,14,84014071
1990,7410,54,84014071
1991,4860,9,84014071
1991,7410,55,84014071
1992,4860,6,84014071
1992,7410,24,84014071
1993,4860,6,84014071
1993,7410,23,84014071
1994,4860,9,84014071
1994,7410,25,84014071
1995,4860,14,84014071
1995,7410,23,84014071
1996,4860,6,84014071
1996,7410,18,84014071
1997,4860,5,84014071
1997,7410,23,84014071
1998,4860,14,84014071
1998,7410,23,84014071
1999,4860,28,84014071
1999,7410,15,84014071
2000,4860,11,84014071
2000,7410,40,84014071
2001,4860,22,84014071
2001,7410,32,84014071
2002,4860,19,84014071
2002,7410,19,84014071
2003,4860,19,84014071
2003,7410,13,84014071
2004,4860,11,84014071
2004,7410,30,84014071
2005,4860,21,84014071
2005,7410,30,84014071
2006,4860,13,84014071
2006,7410,30,84014071
2007,4860,16,84014071
2007,7410,47,84014071
2008,4860,21,84014071
2008,7410,43,84014071
2009,4860,18,84014071
2009,7410,43,84014071
2010,4860,8,84014071
2010,7410,55,84014071
2011,4860,16,84014071
2011,7410,44,84014071
2012,4860,24,84014071
2012,7410,36,84014071
2013,4860,18,84014071
2013,7410,38,84014071
2014,4860,15,84014071
2014,7410,52,84014071
2015,4860,18,84014071
2015,7410,42,84014071
1985,4860,1,84014073
1993,4860,3,84014073
1995,4860,1,84014073
1998,4860,6,84014073
2000,4860,4,84014073
2001,4860,1,84014073
1976,4860,1,84014074
1977,4860,8,84014074
1977,7410,6,84014074
1978,4860,2,84014074
1978,7410,7,84014074
1979,4860,6,84014074
1979,7410,7,84014074
1980,4860,5,84014074
1980,7410,9,84014074
1981,4860,2,84014074
1981,7410,9,84014074
1982,7410,3,84014074
1984,4860,6,84014074
1984,7410,8,84014074
1987,4860,5,84014074
1987,7410,31,84014074
1988,4860,2,84014074
1988,7410,6,84014074
1989,4860,4,84014074
1989,7410,7,84014074
1997,4860,6,84014074
1997,7410,6,84014074
1998,4860,1,84014074
1998,7410,7,84014074
1999,4860,7,84014074
1999,7410,4,84014074
2000,4860,2,84014074
2000,7410,2,84014074
2001,7410,13,84014074
2002,4860,1,84014074
2002,7410,16,84014074
2003,4860,2,84014074
2003,7410,2,84014074
2004,4860,4,84014074
2004,7410,1,84014074
2005,4860,1,84014074
2005,7410,9,84014074
2006,4860,5,84014074
2006,7410,4,84014074
2007,4860,3,84014074
2007,7410,5,84014074
2008,4860,4,84014074
2008,7410,3,84014074
2009,4860,9,84014074
2009,7410,3,84014074
1972,4860,16,84014075
1972,7410,5,84014075
1973,4860,15,84014075
1973,7410,3,84014075
1974,4860,18,84014075
1974,7410,5,84014075
1975,4860,8,84014075
1975,7410,4,84014075
1977,4860,18,84014075
1977,7410,5,84014075
1979,4860,20,84014075
1979,7410,7,84014075
1980,4860,20,84014075
1980,7410,10,84014075
1981,4860,17,84014075
1981,7410,17,84014075
1982,4860,13,84014075
1982,7410,7,84014075
1983,4860,48,84014075
1983,7410,10,84014075
1984,4860,16,84014075
1984,7410,11,84014075
1987,4860,4,84014075
1987,7410,13,84014075
1988,4860,6,84014075
1988,7410,9,84014075
1989,4860,11,84014075
1989,7410,6,84014075
1991,4860,7,84014075
1991,7410,5,84014075
1992,4860,19,84014075
1992,7410,8,84014075
1993,4860,31,84014075
1993,7410,9,84014075
1994,4860,14,84014075
1995,4860,10,84014075
1995,7410,4,84014075
1996,4860,6,84014075
1997,4860,15,84014075
1997,7410,5,84014075
1998,4860,17,84014075
1998,7410,1,84014075
1999,4860,18,84014075
1999,7410,2,84014075
2000,4860,12,84014075
2001,4860,25,84014075
2001,7410,5,84014075
2002,4860,10,84014075
2003,4860,8,84014075
2003,7410,1,84014075
2004,4860,16,84014075
2005,4860,9,84014075
2006,4860,5,84014075
2007,4860,5,84014075
2007,7410,6,84014075
2008,4860,17,84014075
2008,7410,2,84014075
2010,4860,19,84014075
2010,7410,13,84014075
2011,4860,10,84014075
2011,7410,5,84014075
2012,4860,18,84014075
2012,7410,7,84014075
1981,4860,5,84014076
1982,4860,1,84014076
1983,4860,16,84014076
1984,4860,7,84014076
1987,4860,1,84014076
1988,4860,2,84014076
1989,4860,1,84014076
1991,4860,9,84014076
1992,4860,9,84014076
1993,4860,5,84014076
1994,4860,20,84014076
1995,4860,4,84014076
1996,4860,4,84014076
1997,4860,1,84014076
1998,4860,25,84014076
1999,4860,37,84014076
2000,4860,6,84014076
2001,4860,5,84014076
2002,4860,6,84014076
2003,4860,16,84014076
2004,4860,31,84014076
2005,4860,49,84014076
2006,4860,10,84014076
2007,4860,13,84014076
2008,4860,7,84014076
1976,7410,4,84014077
1977,7410,2,84014077
1980,7410,1,84014077
1981,4860,1,84014077
1981,7410,1,84014077
1982,4860,4,84014077
1982,7410,2,84014077
1984,4860,1,84014077
1985,4860,3,84014077
1985,7410,5,84014077
1986,4860,1,84014077
1986,7410,6,84014077
1987,7410,4,84014077
1988,4860,2,84014077
1988,7410,2,84014077
1989,4860,1,84014077
1990,4860,1,84014077
1990,7410,6,84014077
1991,7410,1,84014077
1992,4860,2,84014077
1992,7410,2,84014077
1993,4860,2,84014077
1993,7410,3,84014077
1994,4860,2,84014077
1995,7410,1,84014077
1996,4860,2,84014077
1997,4860,3,84014077
1998,4860,3,84014077
1998,7410,2,84014077
1999,4860,5,84014077
1999,7410,1,84014077
2000,4860,8,84014077
2000,7410,3,84014077
2001,4860,2,84014077
2001,7410,1,84014077
2002,4860,3,84014077
2003,4860,1,84014077
2004,4860,5,84014077
2004,7410,6,84014077
2005,7410,3,84014077
2006,4860,3,84014077
2006,7410,6,84014077
2007,7410,3,84014077
2012,4860,2,84014077
1992,4860,2,84014078
2009,4860,1,84014078
2011,4860,2,84014078
2012,4860,2,84014078
2013,4860,2,84014078
1972,7410,1,84014079
1973,7410,1,84014079
1989,4860,1,84014079
1992,4860,1,84014079
1995,4860,1,84014079
1996,4860,1,84014079
1997,4860,5,84014079
1998,4860,4,84014079
1999,4860,5,84014079
2000,4860,3,84014079
2010,4860,18,84014079
2011,4860,3,84014079
2012,4860,3,84014079
2013,4860,7,84014079
2014,4860,4,84014079
2015,4860,6,84014079
2016,4860,9,84014079
1980,4860,1,84014080
1983,4860,14,84014080
1984,4860,2,84014080
1985,4860,8,84014080
1992,4860,1,84014080
1996,4860,5,84014080
1997,4860,7,84014080
1998,4860,4,84014080
2000,4860,1,84014080
2001,4860,3,84014080
2002,4860,1,84014080
2004,4860,2,84014080
2005,4860,26,84014080
2006,4860,6,84014080
2007,4860,6,84014080
2008,4860,5,84014080
2009,4860,10,84014080
2010,4860,4,84014080
2011,4860,6,84014080
2012,4860,1,84014080
2014,4860,15,84014080
1972,4860,6,84014081
1972,7410,6,84014081
1973,4860,3,84014081
1973,7410,74,84014081
1974,4860,3,84014081
1974,7410,102,84014081
1976,4860,20,84014081
1976,7410,30,84014081
1978,4860,6,84014081
1978,7410,44,84014081
1979,4860,13,84014081
1979,7410,48,84014081
1980,4860,10,84014081
1980,7410,65,84014081
1981,4860,17,84014081
1981,7410,32,84014081
1982,4860,7,84014081
1982,7410,42,84014081
1983,4860,3,84014081
1983,7410,31,84014081
1984,4860,4,84014081
1984,7410,16,84014081
1985,4860,2,84014081
1985,7410,13,84014081
1986,4860,6,84014081
1986,7410,19,84014081
1987,4860,3,84014081
1987,7410,18,84014081
1988,4860,3,84014081
1988,7410,15,84014081
1989,4860,5,84014081
1989,7410,12,84014081
1990,4860,15,84014081
1990,7410,25,84014081
1991,4860,2,84014081
1991,7410,12,84014081
1992,4860,2,84014081
1992,7410,7,84014081
1993,4860,2,84014081
1993,7410,14,84014081
1994,4860,6,84014081
1994,7410,10,84014081
1995,4860,5,84014081
1995,7410,5,84014081
1996,4860,7,84014081
1996,7410,6,84014081
1997,4860,12,84014081
1997,7410,5,84014081
1998,4860,10,84014081
1998,7410,15,84014081
1999,4860,9,84014081
1999,7410,13,84014081
2000,4860,19,84014081
2000,7410,31,84014081
2004,4860,44,84014081
2004,7410,6,84014081
2005,4860,27,84014081
2005,7410,10,84014081
2006,4860,40,84014081
2006,7410,7,84014081
2007,4860,18,84014081
2007,7410,16,84014081
2008,4860,43,84014081
2008,7410,11,84014081
2009,4860,25,84014081
2009,7410,13,84014081
2011,4860,27,84014081
2011,7410,3,84014081
1988,4860,2,84014082
1989,4860,2,84014082
1990,4860,1,84014082
1991,4860,3,84014082
1993,4860,1,84014082
1994,4860,4,84014082
1997,4860,1,84014082
2000,4860,1,84014082
2001,4860,4,84014082
2002,4860,1,84014082
2003,4860,16,84014082
2004,4860,5,84014082
2005,4860,2,84014082
2006,4860,1,84014082
2007,4860,1,84014082
2008,4860,3,84014082
2009,4860,3,84014082
2011,4860,5,84014082
2013,4860,3,84014082
2014,4860,8,84014082
2015,4860,2,84014082
2016,4860,6,84014082
1972,4860,1,84014083
1972,7410,7,84014083
1973,4860,7,84014083
1973,7410,13,84014083
1974,7410,6,84014083
1975,4860,5,84014083
1975,7410,19,84014083
1976,4860,8,84014083
1976,7410,26,84014083
1978,4860,1,84014083
1978,7410,38,84014083
1980,4860,4,84014083
1980,7410,32,84014083
1981,4860,5,84014083
1981,7410,18,84014083
1982,4860,9,84014083
1982,7410,35,84014083
1984,4860,3,84014083
1984,7410,11,84014083
1985,4860,5,84014083
1985,7410,10,84014083
1986,4860,14,84014083
1986,7410,28,84014083
1987,4860,7,84014083
1987,7410,35,84014083
1988,4860,7,84014083
1988,7410,15,84014083
1989,4860,5,84014083
1989,7410,24,84014083
1990,4860,8,84014083
1990,7410,21,84014083
1991,4860,3,84014083
1991,7410,20,84014083
1992,4860,6,84014083
1992,7410,16,84014083
1993,4860,4,84014083
1993,7410,15,84014083
1994,4860,2,84014083
1994,7410,26,84014083
1995,4860,6,84014083
1995,7410,13,84014083
1996,4860,12,84014083
1996,7410,30,84014083
1997,4860,8,84014083
1997,7410,10,84014083
1998,4860,14,84014083
1998,7410,10,84014083
1999,4860,11,84014083
1999,7410,18,84014083
2000,4860,7,84014083
2000,7410,33,84014083
2001,4860,9,84014083
2001,7410,20,84014083
2002,4860,7,84014083
2002,7410,10,84014083
2003,4860,7,84014083
2003,7410,13,84014083
2004,4860,11,84014083
2004,7410,13,84014083
2005,4860,13,84014083
2005,7410,8,84014083
2006,4860,6,84014083
2006,7410,5,84014083
2007,4860,9,84014083
2007,7410,23,84014083
2008,4860,9,84014083
2008,7410,4,84014083
2009,4860,4,84014083
2009,7410,15,84014083
2010,4860,3,84014083
2010,7410,5,84014083
2011,4860,8,84014083
2011,7410,5,84014083
2012,4860,4,84014083
2012,7410,3,84014083
2013,4860,1,84014083
2013,7410,8,84014083
2014,4860,8,84014083
2014,7410,12,84014083
2015,4860,2,84014083
2015,7410,4,84014083
1974,4860,1,84014084
1976,4860,2,84014084
1977,4860,10,84014084
1978,4860,8,84014084
1979,4860,7,84014084
1982,4860,5,84014084
1983,4860,8,84014084
1986,4860,7,84014084
1987,4860,3,84014084
1988,4860,4,84014084
1994,4860,5,84014084
1995,4860,3,84014084
1996,4860,10,84014084
2003,4860,15,84014084
2004,4860,10,84014084
2012,4860,7,84014084
2013,4860,5,84014084
2014,4860,1,84014084
2015,4860,9,84014084
2016,4860,9,84014084
1974,4860,13,84014085
1977,4860,6,84014085
1978,4860,3,84014085
1988,4860,18,84014085
1989,4860,13,84014085
1991,4860,17,84014085
1992,4860,32,84014085
1993,4860,30,84014085
1994,4860,34,84014085
1995,4860,59,84014085
1996,4860,37,84014085
1997,4860,42,84014085
1998,4860,30,84014085
1999,4860,56,84014085
1973,4860,1,84014086
1978,4860,3,84014086
2003,4860,5,84014086
1975,4860,2,84014088
1976,4860,6,84014088
1980,4860,2,84014088
1981,4860,7,84014088
1986,4860,1,84014088
1987,4860,1,84014088
1991,4860,4,84014088
1992,4860,4,84014088
1993,4860,5,84014088
1994,4860,3,84014088
1995,4860,2,84014088
1996,4860,1,84014088
1997,4860,1,84014088
2001,4860,2,84014088
2003,4860,5,84014088
2004,4860,2,84014088
2005,4860,6,84014088
2006,4860,1,84014088
2010,4860,6,84014088
2011,4860,7,84014088
2013,4860,2,84014088
2015,4860,7,84014088
1999,4860,1,84014089
2006,4860,1,84014089
2013,4860,1,84014089
2014,4860,2,84014089
2016,4860,1,84014089
1979,4860,1,84014090
2003,4860,1,84014090
1973,4860,2,84014091
1974,4860,2,84014091
1975,4860,3,84014091
1976,4860,1,84014091
1977,4860,1,84014091
1978,4860,2,84014091
1979,4860,8,84014091
1980,4860,2,84014091
1992,4860,1,84014093
1975,4860,4,84014094
1977,4860,1,84014094
1978,4860,6,84014094
1979,4860,10,84014094
1980,4860,4,84014094
1981,4860,7,84014094
1982,4860,4,84014094
1983,4860,1,84014095
1988,4860,1,84014095
1995,4860,4,84014095
1996,4860,1,84014095
2002,4860,1,84014095
2003,4860,5,84014095
2004,4860,1,84014095
2005,4860,1,84014095
2006,4860,3,84014095
2007,4860,8,84014095
2008,4860,4,84014095
2010,4860,5,84014095
2011,4860,1,84014095
2012,4860,2,84014095
2013,4860,8,84014095
2014,4860,3,84014095
2015,4860,9,84014095
2016,4860,1,84014095
1994,4860,1,84014096
1996,4860,21,84014096
1997,4860,2,84014096
1998,4860,6,84014096
1999,4860,19,84014096
2001,4860,2,84014096
2004,4860,2,84014096
2005,4860,3,84014096
2006,4860,4,84014096
2007,4860,5,84014096
2008,4860,3,84014096
2009,4860,2,84014096
2010,4860,3,84014096
2011,4860,3,84014096
2012,4860,4,84014096
2013,4860,1,84014096
2014,4860,8,84014096
2015,4860,4,84014096
2016,4860,7,84014096
1995,4860,2,84014097
1996,4860,4,84014097
1998,4860,1,84014097
1999,4860,4,84014097
2001,4860,3,84014097
2002,4860,5,84014097
2003,4860,5,84014097
2004,4860,4,84014097
2005,4860,3,84014097
2006,4860,11,84014097
2008,4860,12,84014097
2009,4860,7,84014097
2010,4860,2,84014097
2011,4860,5,84014097
2013,4860,1,84014098
1988,4860,73,84014099
1989,4860,86,84014099
1990,4860,49,84014099
1991,4860,29,84014099
1992,4860,37,84014099
1993,4860,65,84014099
1994,4860,48,84014099
1997,4860,13,84014099
1998,4860,165,84014099
2012,4860,26,84014099
2013,4860,16,84014099
2014,4860,24,84014099
2015,4860,28,84014099
1970,4860,2,84014103
1971,4860,9,84014103
1972,4860,4,84014103
1973,4860,7,84014103
1974,4860,8,84014103
1975,4860,11,84014103
1976,4860,10,84014103
1977,4860,3,84014103
1978,4860,15,84014103
1979,4860,15,84014103
1980,4860,10,84014103
1981,4860,5,84014103
1991,4860,11,84014103
1992,4860,22,84014103
1993,4860,20,84014103
1994,4860,20,84014103
1996,4860,28,84014103
2012,4860,27,84014103
2013,4860,20,84014103
2014,4860,14,84014103
1970,4860,2,84014104
1971,4860,3,84014104
1972,4860,2,84014104
1973,4860,3,84014104
1974,4860,1,84014104
1975,4860,2,84014104
1976,4860,2,84014104
1977,4860,3,84014104
1986,4860,4,84014104
1987,4860,9,84014104
1988,4860,4,84014104
1989,4860,9,84014104
1990,4860,4,84014104
1992,4860,9,84014104
1993,4860,4,84014104
1994,4860,10,84014104
1995,4860,9,84014104
2009,4860,13,84014104
2010,4860,19,84014104
2011,4860,12,84014104
2012,4860,13,84014104
2013,4860,8,84014104
2014,4860,10,84014104
2015,4860,17,84014104
1973,4860,4,84014105
1974,4860,40,84014105
1975,4860,9,84014105
1977,4860,16,84014105
1978,4860,13,84014105
1980,4860,20,84014105
1981,4860,6,84014105
1982,4860,14,84014105
1983,4860,13,84014105
1984,4860,12,84014105
1986,4860,15,84014105
1987,4860,21,84014105
1995,4860,26,84014105
1996,4860,9,84014105
1997,4860,11,84014105
1999,4860,13,84014105
1970,4860,1,84014106
1971,4860,1,84014106
1972,4860,10,84014106
1973,4860,1,84014106
1974,4860,16,84014106
1975,4860,7,84014106
1976,4860,14,84014106
1977,4860,17,84014106
1978,4860,37,84014106
1979,4860,77,84014106
1986,4860,26,84014106
1987,4860,33,84014106
1988,4860,31,84014106
1989,4860,97,84014106
1990,4860,44,84014106
1991,4860,26,84014106
1992,4860,60,84014106
1993,4860,16,84014106
1994,4860,40,84014106
1995,4860,26,84014106
1996,4860,23,84014106
1997,4860,26,84014106
1998,4860,8,84014106
1999,4860,23,84014106
2000,4860,22,84014106
2001,4860,12,84014106
2002,4860,9,84014106
2003,4860,19,84014106
2004,4860,18,84014106
2005,4860,4,84014106
2006,4860,16,84014106
2007,4860,22,84014106
2008,4860,18,84014106
2009,4860,18,84014106
2010,4860,19,84014106
2011,4860,98,84014106
2012,4860,32,84014106
2013,4860,56,84014106
2014,4860,75,84014106
2015,4860,29,84014106
2016,4860,55,84014106
1970,4860,2,84014107
1971,4860,1,84014107
1972,4860,1,84014107
1973,4860,1,84014107
1974,4860,5,84014107
1976,4860,4,84014107
1976,7410,1,84014107
1977,4860,5,84014107
1981,4860,6,84014107
1986,4860,10,84014107
1992,4860,41,84014107
1993,4860,21,84014107
1994,4860,20,84014107
1974,7410,1,84014108
1977,7410,7,84014108
1978,7410,1,84014108
1979,7410,5,84014108
1980,7410,5,84014108
1981,7410,13,84014108
1982,7410,9,84014108
1983,7410,7,84014108
1984,7410,6,84014108
1985,7410,6,84014108
1986,7410,2,84014108
1987,7410,1,84014108
1988,7410,2,84014108
1989,7410,3,84014108
1990,7410,5,84014108
1991,7410,4,84014108
1992,7410,6,84014108
1993,7410,6,84014108
1994,7410,9,84014108
1995,7410,5,84014108
1996,7410,4,84014108
1997,7410,2,84014108
1998,7410,2,84014108
1999,7410,10,84014108
2000,7410,15,84014108
2001,7410,18,84014108
2002,7410,20,84014108
2003,7410,14,84014108
2004,7410,5,84014108
2005,7410,22,84014108
2006,7410,13,84014108
2007,7410,27,84014108
2008,7410,22,84014108
2009,7410,11,84014108
2010,7410,12,84014108
2011,7410,16,84014108
2012,7410,40,84014108
2013,4860,1,84014108
2013,7410,4,84014108
2014,7410,14,84014108
2015,7410,4,84014108
2016,7410,19,84014108
1973,4860,1,84014109
1977,4860,1,84014109
1978,4860,1,84014109
1980,4860,7,84014109
1981,4860,4,84014109
1982,4860,3,84014109
1983,4860,6,84014109
1984,4860,8,84014109
1985,4860,1,84014109
1986,4860,5,84014109
1987,4860,4,84014109
1988,4860,3,84014109
1989,4860,6,84014109
1990,4860,1,84014109
1991,4860,5,84014109
1993,4860,1,84014109
1994,4860,3,84014109
1995,4860,9,84014109
1996,4860,6,84014109
1997,4860,3,84014109
1998,4860,4,84014109
2013,4860,4,84014109
1971,4860,2,84014110
1975,4860,21,84014110
1976,4860,5,84014110
1977,4860,5,84014110
1978,4860,3,84014110
1980,4860,4,84014110
1981,4860,1,84014110
1984,4860,6,84014110
1985,4860,2,84014110
1986,4860,12,84014110
1987,4860,4,84014110
1989,4860,3,84014110
1990,4860,3,84014110
1991,4860,5,84014110
1992,4860,3,84014110
1993,4860,1,84014110
1994,4860,2,84014110
1995,4860,1,84014110
1996,4860,4,84014110
1997,4860,4,84014110
2006,4860,5,84014110
2008,4860,16,84014110
1970,4860,3,84014111
1972,4860,2,84014111
1975,4860,1,84014111
1976,4860,2,84014111
1977,4860,4,84014111
1978,4860,2,84014111
1979,4860,2,84014111
1980,4860,1,84014111
1981,4860,1,84014111
1982,4860,2,84014111
1984,4860,3,84014111
1985,4860,2,84014111
1986,4860,7,84014111
1987,4860,6,84014111
1988,4860,7,84014111
1989,4860,1,84014111
1990,4860,3,84014111
1991,4860,4,84014111
1992,4860,5,84014111
1993,4860,10,84014111
1994,4860,14,84014111
1995,4860,7,84014111
1996,4860,4,84014111
1997,4860,7,84014111
2012,4860,7,84014111
2013,4860,4,84014111
2014,4860,3,84014111
2015,4860,7,84014111
1970,4860,6,84014112
1971,4860,10,84014112
1972,4860,4,84014112
1973,4860,3,84014112
1974,4860,7,84014112
1975,4860,5,84014112
1976,4860,5,84014112
1977,4860,10,84014112
1978,4860,23,84014112
1979,4860,10,84014112
1980,4860,12,84014112
1981,4860,12,84014112
1982,4860,11,84014112
1983,4860,12,84014112
1984,4860,17,84014112
1985,4860,12,84014112
1986,4860,32,84014112
1987,4860,19,84014112
1988,4860,28,84014112
1989,4860,32,84014112
1990,4860,15,84014112
1991,4860,23,84014112
1992,4860,18,84014112
1993,4860,22,84014112
1994,4860,21,84014112
1995,4860,27,84014112
1996,4860,31,84014112
1997,4860,64,84014112
2004,4860,56,84014112
2005,4860,65,84014112
2006,4860,54,84014112
2007,4860,70,84014112
2008,4860,54,84014112
2009,4860,34,84014112
2010,4860,51,84014112
2012,4860,47,84014112
2013,4860,29,84014112
2014,4860,18,84014112
2015,4860,39,84014112
2016,4860,27,84014112
1980,4860,2,84014113
1981,4860,4,84014113
2000,4860,1,84014114
2012,4860,2,84014114
2013,4860,2,84014114
2013,7410,7,84014114
2014,7410,3,84014114
1970,4860,4,84014116
1971,4860,6,84014116
1972,4860,10,84014116
1973,4860,3,84014116
1974,4860,5,84014116
1975,4860,4,84014116
1976,4860,5,84014116
1977,4860,6,84014116
1978,4860,8,84014116
1979,4860,7,84014116
1980,4860,5,84014116
1981,4860,9,84014116
1982,4860,11,84014116
1983,4860,15,84014116
1984,4860,7,84014116
1985,4860,10,84014116
1986,4860,11,84014116
1987,4860,8,84014116
1988,4860,9,84014116
1989,4860,3,84014116
1990,4860,11,84014116
1991,4860,12,84014116
1992,4860,18,84014116
1993,4860,13,84014116
1994,4860,16,84014116
1995,4860,10,84014116
1996,4860,13,84014116
1997,4860,7,84014116
1998,4860,33,84014116
1999,4860,11,84014116
2000,4860,7,84014116
2001,4860,22,84014116
2002,4860,13,84014116
2003,4860,12,84014116
2004,4860,17,84014116
2005,4860,19,84014116
2007,4860,9,84014116
2009,4860,15,84014116
2011,4860,11,84014116
1973,7410,4,84014117
1976,7410,4,84014117
1981,4860,1,84014117
1993,4860,6,84014117
1994,4860,7,84014117
1995,4860,4,84014117
1996,4860,6,84014117
2001,4860,5,84014117
2002,4860,12,84014117
2004,4860,6,84014117
2005,4860,1,84014117
2009,4860,3,84014117
2010,4860,1,84014117
2011,4860,8,84014117
2012,4860,8,84014117
2013,4860,5,84014117
1970,4860,9,84014118
1971,4860,1,84014118
1972,4860,2,84014118
1973,4860,2,84014118
1974,4860,1,84014118
1975,4860,1,84014118
1976,4860,5,84014118
1977,4860,1,84014118
1978,4860,3,84014118
1980,4860,15,84014118
1981,4860,9,84014118
1982,4860,10,84014118
1983,4860,7,84014118
1984,4860,6,84014118
1985,4860,6,84014118
1986,4860,11,84014118
1987,4860,183,84014118
1988,4860,9,84014118
1989,4860,13,84014118
1995,4860,9,84014118
1996,4860,38,84014118
1998,4860,9,84014118
1999,4860,10,84014118
2000,4860,13,84014118
2001,4860,3,84014118
2003,4860,19,84014118
2006,4860,21,84014118
2008,4860,17,84014118
2009,4860,78,84014118
2010,4860,24,84014118
2011,4860,21,84014118
2012,4860,22,84014118
2014,4860,76,84014118
2015,4860,39,84014118
2016,4860,25,84014118
1970,4860,2,84014119
1971,4860,2,84014119
1974,4860,3,84014119
1975,4860,3,84014119
1976,4860,1,84014119
1987,4860,3,84014119
1992,4860,8,84014119
1995,4860,27,84014119
2010,4860,1,84014119
1970,4860,30,84014120
1971,4860,20,84014120
1972,4860,32,84014120
1973,4860,31,84014120
1974,4860,53,84014120
1975,4860,21,84014120
1976,4860,30,84014120
1977,4860,52,84014120
1978,4860,67,84014120
1979,4860,91,84014120
1980,4860,31,84014120
1986,4860,35,84014120
1987,4860,23,84014120
1988,4860,5,84014120
1989,4860,15,84014120
1990,4860,33,84014120
1991,4860,30,84014120
1992,4860,16,84014120
1993,4860,19,84014120
2003,4860,16,84014120
2004,4860,10,84014120
1970,4860,17,84014121
1971,4860,11,84014121
1972,4860,5,84014121
1973,4860,1,84014121
1974,4860,4,84014121
1975,4860,2,84014121
1977,4860,5,84014121
1980,4860,7,84014121
1981,4860,7,84014121
1986,4860,8,84014121
1987,4860,12,84014121
1970,4860,7,84014122
1971,4860,5,84014122
1972,4860,7,84014122
1973,4860,6,84014122
1974,4860,8,84014122
1975,4860,8,84014122
1976,4860,2,84014122
1977,4860,3,84014122
1980,4860,1,84014122
1981,4860,1,84014122
1995,4860,10,84014122
2003,4860,4,84014122
2004,4860,5,84014122
2005,4860,9,84014122
2013,4860,6,84014122
2014,4860,6,84014122
2016,4860,23,84014122
1972,4860,8,84014123
1973,4860,1,84014123
1975,4860,2,84014123
1977,4860,2,84014123
1978,4860,1,84014123
1981,7410,1,84014123
